Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine - Communes ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 10/10/2016       Découpage géographique au 01/01/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie;Part des ménages fiscaux imposés;Taux de pauvreté-Ensemble;Taux de pauvreté-moins de 30 ans;Taux de pauvreté-30 à 39 ans ;Taux de pauvreté-40 à 49 ans;Taux de pauvreté-50 à 59 ans;Taux de pauvreté-60 à 74 ans;Taux de pauvreté-75 ans ou plus;Taux de pauvreté-propriétaires;Taux de pauvreté-locataires;Part des revenus d'activité;dont part des salaires, traitements ou chômage;dont part des revenus d'activités non salariées;Part des pensions, retraites et rentes;Part des revenus du patrimoine et autres revenus;Part de l'ensemble des prestations sociales;dont part des prestations familiales;dont part des minima sociaux;dont part des prestations logement;Part des impôts;Rapport inter-décile 9e décile/1er decile;1er décile du niveau de vie;9e décile du niveau de vie
CODGEO;LIBGEO;NBMENFISC13;NBPERSMENFISC13;MED13;PIMP13;TP6013;TP60AGE113;TP60AGE213;TP60AGE313;TP60AGE413;TP60AGE513;TP60AGE613;TP60TOL113;TP60TOL213;PRA13;PTSAC13;PBEN13;PPEN13;PPAT13;PPSOC13;PPFAM13;PPMINI13;PPLOGT13;PIMPOT13;RD13;D113;D913
28077;La Chapelle-Fortin;69;179,0;17451,6;;;;;;;;;;;;;;;;;;;;;;;
28078;Chapelle-Guillaume;78;181,5;17973,6;;;;;;;;;;;;;;;;;;;;;;;
28079;Chapelle-Royale;146;306,0;19822,3;;;;;;;;;;;;;;;;;;;;;;;
28080;Charbonnières;118;265,5;20247,4;;;;;;;;;;;;;;;;;;;;;;;
28081;Charonville;112;312,0;21717,7;;;;;;;;;;;;;;;;;;;;;;;
28082;Charpont;217;582,0;22583,3;;;;;;;;;;;;;;;;;;;;;;;
28083;Charray;57;114,0;20158,7;;;;;;;;;;;;;;;;;;;;;;;
28084;Chartainvilliers;276;771,5;24986,0;;;;;;;;;;;;;;;;;;;;;;;
28085;Chartres;18156;37443,0;20036,3;62,1;14,9;22,5;17,4;19,4;14,1;8,4;;5,0;23,4;73,1;67,4;5,7;28,5;11,5;5,5;2,2;1,7;1,6;-18,6;3,6;10650,0;37883,9
28086;Chassant;146;344,0;18430,4;;;;;;;;;;;;;;;;;;;;;;;
28087;Châtaincourt;94;240,5;22596,0;;;;;;;;;;;;;;;;;;;;;;;
28088;Châteaudun;5612;12177,0;17657,3;49,4;20,9;37,5;31,8;26,2;19,7;12,0;;6,8;35,7;57,3;52,4;4,9;37,9;11,9;7,6;2,8;2,5;2,3;-14,7;3,3;9454,5;30734,7
28089;Châteauneuf-en-Thymerais;1107;2498,0;18777,0;51,9;11,3;;;;;;;;;67,4;63,1;4,3;30,3;10,2;5,9;3,1;1,2;1,7;-13,8;2,5;11805,6;29262,8
28090;Les Châtelets;;;;;;;;;;;;;;;;;;;;;;;;;;
28091;Les Châtelliers-Notre-Dame;58;133,0;22017,4;;;;;;;;;;;;;;;;;;;;;;;
28092;Châtenay;92;242,0;22613,2;;;;;;;;;;;;;;;;;;;;;;;
28093;Châtillon-en-Dunois;332;797,5;18785,2;;;;;;;;;;;;;;;;;;;;;;;
28094;Chaudon;657;1638,5;23031,1;;;;;;;;;;;;;;;;;;;;;;;
28095;Chauffours;109;285,0;21181,4;;;;;;;;;;;;;;;;;;;;;;;
28096;La Chaussée-d'Ivry;421;1087,5;23064,7;;;;;;;;;;;;;;;;;;;;;;;
28098;Cherisy;748;1873,5;23680,5;;;;;;;;;;;;;;;;;;;;;;;
28099;Chuisnes;441;1142,5;21107,6;;;;;;;;;;;;;;;;;;;;;;;
28100;Cintray;166;428,0;23943,4;;;;;;;;;;;;;;;;;;;;;;;
28101;Civry;144;364,5;20095,3;;;;;;;;;;;;;;;;;;;;;;;
28102;Clévilliers;251;703,0;23928,3;;;;;;;;;;;;;;;;;;;;;;;
28103;Cloyes-sur-le-Loir;1333;2700,0;19823,4;56,5;13,0;;;;;;;;29,4;53,2;46,2;7,0;43,1;15,2;4,4;1,9;1,2;1,3;-15,9;2,9;11486,0;33816,5
28104;Coltainville;324;918,0;23949,5;;;;;;;;;;;;;;;;;;;;;;;
28105;Combres;194;485,5;19191,0;;;;;;;;;;;;;;;;;;;;;;;
28106;Conie-Molitard;166;412,5;22086,0;;;;;;;;;;;;;;;;;;;;;;;
28107;Corancez;162;412,5;23214,4;;;;;;;;;;;;;;;;;;;;;;;
28108;Cormainville;98;237,0;20028,1;;;;;;;;;;;;;;;;;;;;;;;
28109;Les Corvées-les-Yys;132;332,0;21063,6;;;;;;;;;;;;;;;;;;;;;;;
28110;Le Coudray;1678;4292,5;23252,0;75,4;5,0;;;;;;;;;85,0;79,0;6,0;21,4;8,7;3,3;2,1;0,5;0,7;-18,4;2,7;14247,8;38543,8
28111;Coudray-au-Perche;130;320,0;19857,5;;;;;;;;;;;;;;;;;;;;;;;
28112;Coudreceau;166;408,0;18907,2;;;;;;;;;;;;;;;;;;;;;;;
28113;Coulombs;567;1416,5;23455,0;;;;;;;;;;;;;;;;;;;;;;;
28114;Courbehaye;58;143,0;21294,4;;;;;;;;;;;;;;;;;;;;;;;
28115;Courtalain;229;465,5;18329,2;;;;;;;;;;;;;;;;;;;;;;;
28116;Courville-sur-Eure;1168;2688,0;19775,7;58,5;12,1;;;;;;;;20,8;69,6;63,8;5,8;29,3;10,9;5,0;2,5;1,2;1,3;-14,8;2,8;11402,2;31456,7
28117;Crécy-Couvé;111;278,5;23527,4;;;;;;;;;;;;;;;;;;;;;;;
28118;Croisilles;160;449,0;25092,3;;;;;;;;;;;;;;;;;;;;;;;
28119;La Croix-du-Perche;80;173,5;20521,0;;;;;;;;;;;;;;;;;;;;;;;
28120;Crucey-Villages;195;497,0;22004,5;;;;;;;;;;;;;;;;;;;;;;;
28121;Dambron;;;;;;;;;;;;;;;;;;;;;;;;;;
28122;Dammarie;585;1566,0;23048,5;;;;;;;;;;;;;;;;;;;;;;;
28123;Dampierre-sous-Brou;219;496,5;19930,0;;;;;;;;;;;;;;;;;;;;;;;
28124;Dampierre-sur-Avre;274;740,5;22518,0;;;;;;;;;;;;;;;;;;;;;;;
28126;Dancy;86;218,5;19954,7;;;;;;;;;;;;;;;;;;;;;;;
28127;Dangeau;397;925,0;20147,0;;;;;;;;;;;;;;;;;;;;;;;
28128;Dangers;157;445,0;21643,3;;;;;;;;;;;;;;;;;;;;;;;
28129;Denonville;270;769,5;23108,1;;;;;;;;;;;;;;;;;;;;;;;
28130;Digny;397;1006,5;20540,6;;;;;;;;;;;;;;;;;;;;;;;
28132;Donnemain-Saint-Mamès;282;753,5;19992,5;;;;;;;;;;;;;;;;;;;;;;;
28133;Douy;224;557,5;20929,0;;;;;;;;;;;;;;;;;;;;;;;
28134;Dreux;12055;30863,5;16066,0;44,4;27,5;31,5;34,7;32,7;25,8;20,1;9,5;12,2;39,3;68,0;64,4;3,6;27,3;6,7;11,3;4,7;3,4;3,2;-13,3;3,3;8420,0;27833,3
28135;Droue-sur-Drouette;482;1306,5;27710,0;;;;;;;;;;;;;;;;;;;;;;;
28136;Écluzelles;70;170,0;24109,5;;;;;;;;;;;;;;;;;;;;;;;
28137;Écrosnes;329;894,0;24191,0;;;;;;;;;;;;;;;;;;;;;;;
28139;Épeautrolles;64;188,5;21864,1;;;;;;;;;;;;;;;;;;;;;;;
28140;Épernon;2644;5624,5;21206,7;66,3;9,8;;;;;;;;16,2;81,7;78,9;2,8;23,4;7,7;3,6;1,8;0,8;1,0;-16,4;2,9;12223,0;35468,0
28141;Ermenonville-la-Grande;118;314,5;23099,0;;;;;;;;;;;;;;;;;;;;;;;
28142;Ermenonville-la-Petite;74;199,0;20350,7;;;;;;;;;;;;;;;;;;;;;;;
28143;Escorpain;94;266,5;22424,3;;;;;;;;;;;;;;;;;;;;;;;
28144;Les Étilleux;87;221,0;19918,1;;;;;;;;;;;;;;;;;;;;;;;
28145;Fains-la-Folie;137;340,0;22981,3;;;;;;;;;;;;;;;;;;;;;;;
28146;Faverolles;342;894,0;24811,5;;;;;;;;;;;;;;;;;;;;;;;
28147;Favières;204;571,0;21822,9;;;;;;;;;;;;;;;;;;;;;;;
28148;Le Favril;143;357,0;22476,0;;;;;;;;;;;;;;;;;;;;;;;
28149;La Ferté-Vidame;331;680,0;17443,5;;;;;;;;;;;;;;;;;;;;;;;
28150;La Ferté-Villeneuil;158;373,5;21963,8;;;;;;;;;;;;;;;;;;;;;;;
28151;Fessanvilliers-Mattanvilliers;52;165,0;19642,2;;;;;;;;;;;;;;;;;;;;;;;
28153;Flacey;92;212,0;21404,3;;;;;;;;;;;;;;;;;;;;;;;
28154;Fontaine-la-Guyon;540;1554,5;22783,3;;;;;;;;;;;;;;;;;;;;;;;
28155;Fontaine-les-Ribouts;86;215,0;21833,5;;;;;;;;;;;;;;;;;;;;;;;
28156;Fontaine-Simon;392;949,0;19334,4;;;;;;;;;;;;;;;;;;;;;;;
28157;Fontenay-sur-Conie;61;138,5;19348,9;;;;;;;;;;;;;;;;;;;;;;;
28158;Fontenay-sur-Eure;330;886,0;25580,2;;;;;;;;;;;;;;;;;;;;;;;
28159;La Framboisière;148;338,5;19920,7;;;;;;;;;;;;;;;;;;;;;;;
28160;Francourville;312;842,5;22809,6;;;;;;;;;;;;;;;;;;;;;;;
28161;Frazé;221;474,0;19807,5;;;;;;;;;;;;;;;;;;;;;;;
28162;Fresnay-le-Comte;130;348,0;20889,1;;;;;;;;;;;;;;;;;;;;;;;
28163;Fresnay-le-Gilmert;81;205,5;22836,5;;;;;;;;;;;;;;;;;;;;;;;
28164;Fresnay-l'Évêque;279;740,5;20264,4;;;;;;;;;;;;;;;;;;;;;;;
28165;Frétigny;210;513,5;19531,3;;;;;;;;;;;;;;;;;;;;;;;
28166;Friaize;99;243,5;20117,1;;;;;;;;;;;;;;;;;;;;;;;
28167;Fruncé;146;401,5;20924,0;;;;;;;;;;;;;;;;;;;;;;;
28168;Gallardon;1378;3598,5;22007,9;65,8;9,1;;;;;;;;19,8;83,7;78,9;4,8;21,3;7,5;4,0;2,6;0,6;0,8;-16,5;2,9;12411,0;35588,1
28169;Garancières-en-Beauce;87;214,0;23147,5;;;;;;;;;;;;;;;;;;;;;;;
28170;Garancières-en-Drouais;107;284,0;22773,3;;;;;;;;;;;;;;;;;;;;;;;
28171;Garnay;350;872,0;24085,1;;;;;;;;;;;;;;;;;;;;;;;
28172;Gas;303;828,5;24608,4;;;;;;;;;;;;;;;;;;;;;;;
28173;Gasville-Oisème;484;1285,0;24041,9;;;;;;;;;;;;;;;;;;;;;;;
28175;La Gaudaine;66;170,0;22678,1;;;;;;;;;;;;;;;;;;;;;;;
28176;Le Gault-Saint-Denis;261;686,5;20824,0;;;;;;;;;;;;;;;;;;;;;;;
28177;Gellainville;238;688,5;23026,2;;;;;;;;;;;;;;;;;;;;;;;
28178;Germainville;104;289,0;24946,3;;;;;;;;;;;;;;;;;;;;;;;
28179;Germignonville;98;218,0;21863,0;;;;;;;;;;;;;;;;;;;;;;;
28180;Gilles;182;527,5;24044,4;;;;;;;;;;;;;;;;;;;;;;;
28182;Gohory;126;323,0;21591,3;;;;;;;;;;;;;;;;;;;;;;;
28183;Gommerville;236;640,5;22119,3;;;;;;;;;;;;;;;;;;;;;;;
28184;Gouillons;123;349,0;21647,4;;;;;;;;;;;;;;;;;;;;;;;
28185;Goussainville;342;949,0;24607,5;;;;;;;;;;;;;;;;;;;;;;;
28187;Guainville;245;622,0;23668,0;;;;;;;;;;;;;;;;;;;;;;;
28188;Le Gué-de-Longroi;336;990,5;23194,3;;;;;;;;;;;;;;;;;;;;;;;
28189;Guilleville;72;194,5;22615,9;;;;;;;;;;;;;;;;;;;;;;;
28190;Guillonville;182;448,0;20472,9;;;;;;;;;;;;;;;;;;;;;;;
28191;Hanches;1006;2715,0;24630,2;77,2;;;;;;;;;;83,0;79,6;3,4;23,3;8,6;2,7;1,9;0,4;0,4;-17,6;2,5;15476,7;38627,7
28192;Happonvilliers;125;298,5;20042,1;;;;;;;;;;;;;;;;;;;;;;;
28193;Havelu;53;140,5;26992,6;;;;;;;;;;;;;;;;;;;;;;;
28194;Houville-la-Branche;183;478,0;23896,9;;;;;;;;;;;;;;;;;;;;;;;
28195;Houx;290;826,0;25112,8;;;;;;;;;;;;;;;;;;;;;;;
28196;Illiers-Combray;1421;3204,0;19341,5;55,1;12,4;;;;;;;;22,7;64,4;58,0;6,4;33,1;12,6;4,7;2,4;1,1;1,2;-14,8;2,7;11530,0;31127,4
28197;Intréville;56;133,5;21020,0;;;;;;;;;;;;;;;;;;;;;;;
28198;Jallans;348;833,5;21425,0;;;;;;;;;;;;;;;;;;;;;;;
28199;Janville;767;1820,0;19448,7;;;;;;;;;;;;;;;;;;;;;;;
28200;Jaudrais;143;385,5;20890,0;;;;;;;;;;;;;;;;;;;;;;;
28201;Jouy;793;1976,5;23697,6;;;;;;;;;;;;;;;;;;;;;;;
28202;Lamblore;147;311,5;20079,3;;;;;;;;;;;;;;;;;;;;;;;
28203;Landelles;249;643,5;22386,3;;;;;;;;;;;;;;;;;;;;;;;
28204;Langey;155;355,0;19890,0;;;;;;;;;;;;;;;;;;;;;;;
28205;Lanneray;238;591,0;20765,0;;;;;;;;;;;;;;;;;;;;;;;
28206;Laons;281;740,5;19211,0;;;;;;;;;;;;;;;;;;;;;;;
28207;Léthuin;79;223,0;23543,9;;;;;;;;;;;;;;;;;;;;;;;
28208;Levainville;147;425,0;25070,0;;;;;;;;;;;;;;;;;;;;;;;
28209;Lèves;2121;5398,5;22710,0;72,2;5,5;;;;;;;;11,7;79,1;74,0;5,1;25,3;10,7;3,6;2,2;0,7;0,7;-18,7;2,8;14101,8;39387,6
28210;Levesville-la-Chenard;84;221,5;20388,0;;;;;;;;;;;;;;;;;;;;;;;
28211;Logron;245;603,5;20893,3;;;;;;;;;;;;;;;;;;;;;;;
28212;Loigny-la-Bataille;93;231,0;22355,7;;;;;;;;;;;;;;;;;;;;;;;
28213;Lormaye;300;687,0;22421,9;;;;;;;;;;;;;;;;;;;;;;;
28214;La Loupe;1599;3289,0;16884,0;45,8;21,6;;;33,1;;;;;35,6;52,4;47,5;4,9;42,4;9,9;7,7;3,0;2,3;2,4;-12,4;3,1;9353,3;28797,0
28215;Louville-la-Chenard;108;252,0;21343,3;;;;;;;;;;;;;;;;;;;;;;;
28216;Louvilliers-en-Drouais;80;204,5;22612,9;;;;;;;;;;;;;;;;;;;;;;;
28217;Louvilliers-lès-Perche;67;176,5;19339,6;;;;;;;;;;;;;;;;;;;;;;;
28218;Lucé;7666;16599,0;17648,0;53,2;19,8;27,3;25,5;24,7;18,4;11,0;;;28,1;68,3;66,6;1,7;31,4;5,8;8,2;3,0;2,7;2,5;-13,7;3,0;9674,8;29220,0
28219;Luigny;174;393,0;19957,0;;;;;;;;;;;;;;;;;;;;;;;
28220;Luisant;2912;6924,0;22972,0;72,2;8,0;;;;;;;;17,4;70,3;63,2;7,1;33,3;13,4;3,1;1,8;0,6;0,8;-20,1;3,0;13180,0;39741,3
28221;Lumeau;72;185,5;21820,5;;;;;;;;;;;;;;;;;;;;;;;
28222;Luplanté;150;407,5;21360,5;;;;;;;;;;;;;;;;;;;;;;;
28223;Luray;556;1559,5;20852,7;;;;;;;;;;;;;;;;;;;;;;;
28224;Lutz-en-Dunois;169;418,0;21474,4;;;;;;;;;;;;;;;;;;;;;;;
28225;Magny;236;683,5;20689,3;;;;;;;;;;;;;;;;;;;;;;;
28226;Maillebois;402;961,5;21904,0;;;;;;;;;;;;;;;;;;;;;;;
28227;Maintenon;1869;4326,5;22911,1;70,9;7,7;;;;;;;;20,8;74,1;70,7;3,4;30,4;9,9;3,1;1,8;0,7;0,6;-17,5;2,8;13494,7;37386,3
28229;Mainvilliers;4634;10765,5;18431,0;56,9;20,3;26,3;26,2;23,5;19,6;12,8;;5,0;32,8;70,6;67,8;2,8;28,7;7,9;7,9;3,3;2,4;2,2;-15,1;3,4;9564,4;32153,3
28230;Maisons;138;375,5;22542,5;;;;;;;;;;;;;;;;;;;;;;;
28231;La Mancelière;69;188,0;22185,2;;;;;;;;;;;;;;;;;;;;;;;
28232;Manou;238;571,0;20102,0;;;;;;;;;;;;;;;;;;;;;;;
28233;Marboué;492;1151,5;20512,7;;;;;;;;;;;;;;;;;;;;;;;
28234;Marchéville;199;542,0;21569,0;;;;;;;;;;;;;;;;;;;;;;;
28235;Marchezais;113;324,5;25499,4;;;;;;;;;;;;;;;;;;;;;;;
28236;Margon;567;1258,5;22571,3;;;;;;;;;;;;;;;;;;;;;;;
28237;Marolles-les-Buis;90;218,0;20083,3;;;;;;;;;;;;;;;;;;;;;;;
28239;Marville-Moutiers-Brûlé;355;950,0;23642,0;;;;;;;;;;;;;;;;;;;;;;;
28240;Meaucé;223;556,0;20844,2;;;;;;;;;;;;;;;;;;;;;;;
28241;Le Mée;115;267,5;22187,3;;;;;;;;;;;;;;;;;;;;;;;
28242;Méréglise;;;;;;;;;;;;;;;;;;;;;;;;;;
28243;Mérouville;93;235,0;23309,5;;;;;;;;;;;;;;;;;;;;;;;
28245;Meslay-le-Grenet;117;299,5;26086,1;;;;;;;;;;;;;;;;;;;;;;;
28246;Meslay-le-Vidame;179;509,5;22854,3;;;;;;;;;;;;;;;;;;;;;;;
28247;Le Mesnil-Simon;204;612,0;23261,6;;;;;;;;;;;;;;;;;;;;;;;
28248;Le Mesnil-Thomas;140;339,0;18858,5;;;;;;;;;;;;;;;;;;;;;;;
28249;Mévoisins;246;635,5;24577,4;;;;;;;;;;;;;;;;;;;;;;;
28250;Mézières-au-Perche;55;131,0;18810,0;;;;;;;;;;;;;;;;;;;;;;;
28251;Mézières-en-Drouais;382;944,0;24318,0;;;;;;;;;;;;;;;;;;;;;;;
28252;Miermaigne;86;223,0;18301,3;;;;;;;;;;;;;;;;;;;;;;;
28253;Mignières;327;942,5;24172,0;;;;;;;;;;;;;;;;;;;;;;;
28254;Mittainvilliers;182;515,5;22317,1;;;;;;;;;;;;;;;;;;;;;;;
28255;Moinville-la-Jeulin;50;147,0;19889,5;;;;;;;;;;;;;;;;;;;;;;;
28256;Moléans;198;485,5;20600,7;;;;;;;;;;;;;;;;;;;;;;;
28257;Mondonville-Saint-Jean;;;;;;;;;;;;;;;;;;;;;;;;;;
28258;Montainville;140;337,5;22858,3;;;;;;;;;;;;;;;;;;;;;;;
28259;Montboissier;143;341,5;20954,0;;;;;;;;;;;;;;;;;;;;;;;
28260;Montharville;37;102,0;18862,2;;;;;;;;;;;;;;;;;;;;;;;
28261;Montigny-le-Chartif;241;618,5;20426,0;;;;;;;;;;;;;;;;;;;;;;;
28262;Montigny-le-Gannelon;214;477,5;21437,2;;;;;;;;;;;;;;;;;;;;;;;
28263;Montigny-sur-Avre;112;267,5;20703,6;;;;;;;;;;;;;;;;;;;;;;;
28264;Montireau;52;139,0;20313,5;;;;;;;;;;;;;;;;;;;;;;;
28265;Montlandon;111;262,0;18571,3;;;;;;;;;;;;;;;;;;;;;;;
28267;Montreuil;208;491,5;24192,1;;;;;;;;;;;;;;;;;;;;;;;
28268;Morainville;;;;;;;;;;;;;;;;;;;;;;;;;;
28269;Morancez;667;1711,0;24239,2;;;;;;;;;;;;;;;;;;;;;;;
28270;Moriers;98;228,0;22249,4;;;;;;;;;;;;;;;;;;;;;;;
28271;Morvilliers;59;160,0;19139,5;;;;;;;;;;;;;;;;;;;;;;;
28272;Mottereau;63;168,5;18835,4;;;;;;;;;;;;;;;;;;;;;;;
28273;Moulhard;63;150,5;19661,4;;;;;;;;;;;;;;;;;;;;;;;
28274;Moutiers;110;262,0;21523,3;;;;;;;;;;;;;;;;;;;;;;;
28275;Néron;246;658,0;23881,4;;;;;;;;;;;;;;;;;;;;;;;
28276;Neuvy-en-Beauce;81;221,0;21361,0;;;;;;;;;;;;;;;;;;;;;;;
28277;Neuvy-en-Dunois;131;332,5;21380,5;;;;;;;;;;;;;;;;;;;;;;;
28278;Nogent-le-Phaye;498;1285,5;24174,5;;;;;;;;;;;;;;;;;;;;;;;
28279;Nogent-le-Roi;1710;3965,5;20954,7;62,2;11,0;;;;;;;;23,1;73,9;71,0;2,9;29,0;8,4;4,2;2,5;0,8;1,0;-15,5;2,9;11604,6;33724,7
28280;Nogent-le-Rotrou;4723;9575,5;19080,0;55,0;15,7;32,0;22,0;22,4;15,2;;;5,0;29,1;56,5;51,1;5,4;40,5;12,7;5,9;2,1;2,0;1,8;-15,6;3,1;10287,9;31697,0
28281;Nogent-sur-Eure;182;476,5;24852,0;;;;;;;;;;;;;;;;;;;;;;;
28282;Nonvilliers-Grandhoux;178;442,5;21176,1;;;;;;;;;;;;;;;;;;;;;;;
28283;Nottonville;139;320,0;21121,3;;;;;;;;;;;;;;;;;;;;;;;
28284;Oinville-Saint-Liphard;127;302,0;22487,2;;;;;;;;;;;;;;;;;;;;;;;
28285;Oinville-sous-Auneau;125;329,5;24716,1;;;;;;;;;;;;;;;;;;;;;;;
28286;Ollé;224;629,0;22545,7;;;;;;;;;;;;;;;;;;;;;;;
28287;Orgères-en-Beauce;399;1027,0;18909,5;;;;;;;;;;;;;;;;;;;;;;;
28288;Orlu;;;;;;;;;;;;;;;;;;;;;;;;;;
28289;Ormoy;87;250,0;23181,9;;;;;;;;;;;;;;;;;;;;;;;
28290;Orrouer;113;307,0;21574,4;;;;;;;;;;;;;;;;;;;;;;;
28291;Ouarville;211;531,0;20658,3;;;;;;;;;;;;;;;;;;;;;;;
28292;Ouerre;267;679,5;25626,4;;;;;;;;;;;;;;;;;;;;;;;
28293;Oulins;416;1201,5;22610,4;;;;;;;;;;;;;;;;;;;;;;;
28294;Oysonville;200;520,0;22777,4;;;;;;;;;;;;;;;;;;;;;;;
28295;Ozoir-le-Breuil;176;466,0;19318,0;;;;;;;;;;;;;;;;;;;;;;;
28296;Péronville;125;284,0;19936,0;;;;;;;;;;;;;;;;;;;;;;;
28297;Pézy;84;232,5;22037,1;;;;;;;;;;;;;;;;;;;;;;;
28298;Pierres;1210;2915,5;23015,4;71,1;;;;;;;;;;71,5;68,4;3,1;33,0;9,0;2,8;1,8;0,4;0,6;-16,3;2,6;14151,1;36158,0
28299;Les Pinthières;61;163,0;25580,0;;;;;;;;;;;;;;;;;;;;;;;
28300;Poinville;57;145,0;22974,0;;;;;;;;;;;;;;;;;;;;;;;
28301;Poisvilliers;157;461,5;24371,0;;;;;;;;;;;;;;;;;;;;;;;
28302;Pontgouin;416;1034,0;21016,7;;;;;;;;;;;;;;;;;;;;;;;
28303;Poupry;41;102,5;24641,9;;;;;;;;;;;;;;;;;;;;;;;
28304;Prasville;169;459,0;21379,4;;;;;;;;;;;;;;;;;;;;;;;
28305;Pré-Saint-Évroult;130;305,0;21358,0;;;;;;;;;;;;;;;;;;;;;;;
28306;Pré-Saint-Martin;76;188,0;20314,0;;;;;;;;;;;;;;;;;;;;;;;
28308;Prudemanche;88;262,0;22361,5;;;;;;;;;;;;;;;;;;;;;;;
28309;Prunay-le-Gillon;420;1075,0;22813,3;;;;;;;;;;;;;;;;;;;;;;;
28310;La Puisaye;113;280,5;20423,8;;;;;;;;;;;;;;;;;;;;;;;
28311;Le Puiset;167;432,0;20663,6;;;;;;;;;;;;;;;;;;;;;;;
28312;Puiseux;53;140,5;22883,1;;;;;;;;;;;;;;;;;;;;;;;
28313;Réclainville;72;182,5;22967,1;;;;;;;;;;;;;;;;;;;;;;;
28314;Les Ressuintes;57;132,0;21981,7;;;;;;;;;;;;;;;;;;;;;;;
28315;Revercourt;;;;;;;;;;;;;;;;;;;;;;;;;;
28316;Rohaire;62;143,0;20157,5;;;;;;;;;;;;;;;;;;;;;;;
28317;Roinville;197;514,5;22459,5;;;;;;;;;;;;;;;;;;;;;;;
28318;Romilly-sur-Aigre;186;461,0;17862,9;;;;;;;;;;;;;;;;;;;;;;;
28319;Rouvray-Saint-Denis;171;459,0;22069,6;;;;;;;;;;;;;;;;;;;;;;;
28320;Rouvray-Saint-Florentin;77;208,5;20322,7;;;;;;;;;;;;;;;;;;;;;;;
28321;Rouvres;334;831,0;25198,7;;;;;;;;;;;;;;;;;;;;;;;
28322;Rueil-la-Gadelière;190;520,0;20389,8;;;;;;;;;;;;;;;;;;;;;;;
28323;Saint-Ange-et-Torçay;107;267,5;21075,8;;;;;;;;;;;;;;;;;;;;;;;
28324;Saint-Arnoult-des-Bois;331;888,0;22050,7;;;;;;;;;;;;;;;;;;;;;;;
28325;Saint-Aubin-des-Bois;365;1006,0;23335,5;;;;;;;;;;;;;;;;;;;;;;;
28326;Saint-Avit-les-Guespières;150;375,0;20335,7;;;;;;;;;;;;;;;;;;;;;;;
28327;Saint-Bomer;78;191,0;19086,5;;;;;;;;;;;;;;;;;;;;;;;
28329;Saint-Christophe;68;150,5;23417,3;;;;;;;;;;;;;;;;;;;;;;;
28330;Saint-Cloud-en-Dunois;86;223,5;21025,3;;;;;;;;;;;;;;;;;;;;;;;
28331;Saint-Denis-d'Authou;209;490,5;20078,0;;;;;;;;;;;;;;;;;;;;;;;
28332;Sainte-Gemme-Moronval;369;1123,5;23164,0;;;;;;;;;;;;;;;;;;;;;;;
28333;Saint-Denis-des-Puits;50;123,0;19882,0;;;;;;;;;;;;;;;;;;;;;;;
28334;Saint-Denis-les-Ponts;767;1760,0;21613,3;;;;;;;;;;;;;;;;;;;;;;;
28335;Saint-Éliph;358;903,5;20094,4;;;;;;;;;;;;;;;;;;;;;;;
28336;Saint-Éman;46;109,0;22274,8;;;;;;;;;;;;;;;;;;;;;;;
28337;Saint-Georges-sur-Eure;1055;2675,0;22860,5;71,0;;;;;;;;;;75,1;69,9;5,2;28,6;10,1;2,7;1,7;0,5;0,5;-16,5;2,4;15176,2;36702,0
28339;Saint-Germain-le-Gaillard;125;350,0;22822,9;;;;;;;;;;;;;;;;;;;;;;;
28340;Saint-Hilaire-sur-Yerre;231;555,5;20350,5;;;;;;;;;;;;;;;;;;;;;;;
28341;Saint-Jean-de-Rebervilliers;87;251,5;23411,3;;;;;;;;;;;;;;;;;;;;;;;
28342;Saint-Jean-Pierre-Fixte;106;266,0;21680,5;;;;;;;;;;;;;;;;;;;;;;;
28343;Saint-Laurent-la-Gâtine;183;467,5;25694,8;;;;;;;;;;;;;;;;;;;;;;;
28344;Saint-Léger-des-Aubées;107;283,0;23535,4;;;;;;;;;;;;;;;;;;;;;;;
28346;Saint-Lubin-de-Cravant;;;;;;;;;;;;;;;;;;;;;;;;;;
28347;Saint-Lubin-de-la-Haye;338;941,5;26572,7;;;;;;;;;;;;;;;;;;;;;;;
28348;Saint-Lubin-des-Joncherets;1633;4113,5;19084,5;54,6;11,5;;;17,4;;;;;23,8;69,3;66,1;3,2;30,7;7,5;6,1;3,3;1,4;1,4;-13,6;2,6;11516,2;29478,9
28349;Saint-Lucien;103;254,0;29753,3;;;;;;;;;;;;;;;;;;;;;;;
28350;Saint-Luperce;359;900,5;23326,1;;;;;;;;;;;;;;;;;;;;;;;
28351;Saint-Maixme-Hauterive;158;414,0;22427,2;;;;;;;;;;;;;;;;;;;;;;;
28352;Saint-Martin-de-Nigelles;585;1627,5;25888,0;;;;;;;;;;;;;;;;;;;;;;;
28353;Saint-Maur-sur-le-Loir;167;428,0;22295,7;;;;;;;;;;;;;;;;;;;;;;;
