Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine - Communes ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 10/10/2016       Découpage géographique au 01/01/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie;Part des ménages fiscaux imposés;Taux de pauvreté-Ensemble;Taux de pauvreté-moins de 30 ans;Taux de pauvreté-30 à 39 ans ;Taux de pauvreté-40 à 49 ans;Taux de pauvreté-50 à 59 ans;Taux de pauvreté-60 à 74 ans;Taux de pauvreté-75 ans ou plus;Taux de pauvreté-propriétaires;Taux de pauvreté-locataires;Part des revenus d'activité;dont part des salaires, traitements ou chômage;dont part des revenus d'activités non salariées;Part des pensions, retraites et rentes;Part des revenus du patrimoine et autres revenus;Part de l'ensemble des prestations sociales;dont part des prestations familiales;dont part des minima sociaux;dont part des prestations logement;Part des impôts;Rapport inter-décile 9e décile/1er decile;1er décile du niveau de vie;9e décile du niveau de vie
CODGEO;LIBGEO;NBMENFISC13;NBPERSMENFISC13;MED13;PIMP13;TP6013;TP60AGE113;TP60AGE213;TP60AGE313;TP60AGE413;TP60AGE513;TP60AGE613;TP60TOL113;TP60TOL213;PRA13;PTSAC13;PBEN13;PPEN13;PPAT13;PPSOC13;PPFAM13;PPMINI13;PPLOGT13;PIMPOT13;RD13;D113;D913
69111;Légny;242;661,0;23710,5;;;;;;;;;;;;;;;;;;;;;;;
69112;Lentilly;1938;5269,0;27186,0;78,8;5,0;;;;;;;;;82,5;77,3;5,2;21,4;14,4;2,4;1,7;0,3;0,4;-20,7;3,0;16063,3;47570,0
69113;Létra;311;817,5;20674,0;;;;;;;;;;;;;;;;;;;;;;;
69114;Liergues;715;1952,0;23520,0;;;;;;;;;;;;;;;;;;;;;;;
69115;Limas;1834;4661,0;22171,1;64,8;10,5;;;;;;;;23,9;68,5;64,0;4,5;30,9;13,6;4,7;2,4;1,0;1,2;-17,7;3,3;11972,0;40093,0
69116;Limonest;1195;3116,5;29396,0;78,7;;;;;;;;;;84,0;74,9;9,1;22,0;22,2;2,0;1,4;0,3;0,3;-30,2;4,2;14982,4;62378,0
69117;Lissieu;1119;3174,0;29348,0;81,6;;;;;;;;;;80,2;73,4;6,8;24,8;15,2;2,1;1,6;0,3;0,2;-22,3;3,2;16853,2;53221,1
69118;Loire-sur-Rhône;1001;2568,5;21831,7;67,2;;;;;;;;;;76,7;71,6;5,1;25,0;10,6;3,8;2,6;0,4;0,8;-16,1;2,6;13378,0;34866,7
69119;Longes;332;904,0;21305,0;;;;;;;;;;;;;;;;;;;;;;;
69120;Longessaigne;233;600,5;18395,2;;;;;;;;;;;;;;;;;;;;;;;
69121;Lozanne;1034;2563,0;23025,6;69,0;;;;;;;;;;78,3;73,4;4,9;26,6;8,9;3,4;2,1;0,5;0,8;-17,2;2,9;13450,6;39162,9
69122;Lucenay;664;1788,0;25720,5;;;;;;;;;;;;;;;;;;;;;;;
69123;Lyon;222870;453371,5;21883,3;65,1;14,5;22,2;13,8;16,2;14,6;10,5;6,9;5,0;21,8;81,0;75,0;6,0;22,7;12,4;4,8;1,8;1,4;1,6;-20,9;4,1;10550,3;43573,3
69124;Marchampt;198;440,0;18908,9;;;;;;;;;;;;;;;;;;;;;;;
69125;Marcilly-d'Azergues;334;852,0;26594,3;;;;;;;;;;;;;;;;;;;;;;;
69126;Marcy;245;673,0;28645,0;;;;;;;;;;;;;;;;;;;;;;;
69127;Marcy-l'Étoile;1117;3064,5;26937,5;79,2;;;;;;;;;;85,1;80,5;4,6;21,0;10,9;2,7;1,9;0,3;0,5;-19,7;3,0;15232,7;45170,9
69130;Meaux-la-Montagne;87;216,0;19376,2;;;;;;;;;;;;;;;;;;;;;;;
69131;Messimy;1305;3510,5;23704,4;72,3;;;;;;;;;;80,5;75,3;5,2;21,1;13,5;3,1;2,4;0,3;0,5;-18,2;2,6;14592,0;37984,0
69132;Meys;304;822,0;19570,0;;;;;;;;;;;;;;;;;;;;;;;
69133;Millery;1603;4186,0;26915,0;78,3;;;;;;;;;;79,9;74,8;5,1;22,8;15,9;2,3;1,7;0,3;0,3;-20,9;3,1;15636,7;48931,3
69134;Moiré;82;203,0;26609,3;;;;;;;;;;;;;;;;;;;;;;;
69135;Monsols;369;858,5;18953,0;;;;;;;;;;;;;;;;;;;;;;;
69136;Montagny;1021;2744,0;24995,4;76,2;;;;;;;;;;74,0;69,0;5,0;28,5;14,5;2,7;1,9;0,4;0,4;-19,7;2,8;14748,3;40982,7
69137;Montmelas-Saint-Sorlin;161;403,5;23571,9;;;;;;;;;;;;;;;;;;;;;;;
69138;Montromant;166;453,0;21563,5;;;;;;;;;;;;;;;;;;;;;;;
69139;Montrottier;592;1411,5;19737,1;;;;;;;;;;;;;;;;;;;;;;;
69140;Morancé;743;2027,5;26182,0;76,6;;;;;;;;;;80,8;74,9;5,9;24,9;12,4;2,4;1,9;0,3;0,3;-20,5;2,8;15962,5;44883,2
69141;Mornant;2207;5505,0;23821,0;72,1;5,1;;;;;;;;;77,2;71,9;5,3;25,3;12,9;3,0;2,1;0,4;0,6;-18,4;2,7;14427,6;38975,8
69142;La Mulatière;3023;6324,0;19852,7;61,5;18,1;;23,8;22,3;;;;;33,3;70,0;64,3;5,7;30,8;12,9;5,5;2,1;1,7;1,7;-19,2;3,8;9880,0;37349,3
69143;Neuville-sur-Saône;3212;7012,5;19880,7;59,9;12,9;;;17,0;;;;;20,6;69,8;67,1;2,7;31,6;9,2;5,5;2,2;1,5;1,7;-16,1;3,1;11280,5;35450,0
69145;Odenas;357;902,0;20613,3;;;;;;;;;;;;;;;;;;;;;;;
69146;Oingt;258;674,5;24809,6;;;;;;;;;;;;;;;;;;;;;;;
69147;Les Olmes;307;796,0;23082,0;;;;;;;;;;;;;;;;;;;;;;;
69148;Orliénas;900;2425,0;25372,4;77,1;;;;;;;;;;81,2;74,9;6,3;22,7;14,6;2,7;1,8;0,4;0,5;-21,2;2,8;15166,7;43129,1
69149;Oullins;12119;25929,5;20275,7;62,6;13,6;18,8;16,0;17,4;10,8;9,9;;5,0;24,4;74,6;71,4;3,2;28,2;8,6;5,5;2,4;1,5;1,6;-16,9;3,1;10908,0;34024,3
69150;Ouroux;143;311,5;17250,0;;;;;;;;;;;;;;;;;;;;;;;
69151;Le Perréon;560;1510,5;21587,6;;;;;;;;;;;;;;;;;;;;;;;
69152;Pierre-Bénite;4046;10060,5;18520,4;55,1;18,5;;22,7;24,6;17,5;;;6,2;32,5;73,1;70,8;2,3;26,1;7,1;7,8;3,6;2,1;2,1;-14,1;3,1;9806,2;30178,8
69153;Poleymieux-au-Mont-d'Or;368;1017,0;30201,1;;;;;;;;;;;;;;;;;;;;;;;
69154;Pollionnay;792;2155,5;25904,3;75,8;;;;;;;;;;83,9;78,6;5,3;20,7;12,2;2,8;2,1;0,3;0,4;-19,6;2,9;14966,0;43008,0
69155;Pomeys;415;1159,5;21902,6;;;;;;;;;;;;;;;;;;;;;;;
69156;Pommiers;938;2595,0;27316,7;79,2;;;;;;;;;;77,4;71,3;6,1;26,2;14,8;2,4;1,9;0,2;0,3;-20,8;2,9;16220,8;46742,7
69157;Pontcharra-sur-Turdine;1074;2675,0;21072,0;60,1;;;;;;;;;;71,8;67,3;4,5;28,7;9,9;4,3;2,6;0,7;0,9;-14,7;2,5;13542,7;33646,0
69158;Pont-Trambouze;211;439,0;19088,6;;;;;;;;;;;;;;;;;;;;;;;
69159;Pouilly-le-Monial;374;993,0;24369,7;;;;;;;;;;;;;;;;;;;;;;;
69160;Poule-les-Écharmeaux;456;1098,5;19632,8;;;;;;;;;;;;;;;;;;;;;;;
69161;Propières;205;424,5;17653,0;;;;;;;;;;;;;;;;;;;;;;;
69162;Quincié-en-Beaujolais;534;1293,5;20315,2;;;;;;;;;;;;;;;;;;;;;;;
69163;Quincieux;1230;3313,5;23273,2;69,9;6,5;;;;;;;;;80,2;76,6;3,6;22,7;10,0;3,3;2,3;0,5;0,5;-16,2;2,7;14100,0;37470,5
69164;Ranchal;135;309,0;19416,0;;;;;;;;;;;;;;;;;;;;;;;
69165;Régnié-Durette;414;1095,0;21070,3;;;;;;;;;;;;;;;;;;;;;;;
69166;Riverie;103;268,5;22937,3;;;;;;;;;;;;;;;;;;;;;;;
69167;Rivolet;212;563,0;21634,6;;;;;;;;;;;;;;;;;;;;;;;
69168;Rochetaillée-sur-Saône;545;1475,0;24873,3;;;;;;;;;;;;;;;;;;;;;;;
69169;Ronno;251;647,0;20950,7;;;;;;;;;;;;;;;;;;;;;;;
69170;Rontalon;431;1151,0;22080,5;;;;;;;;;;;;;;;;;;;;;;;
69171;Sain-Bel;958;2299,0;21534,8;64,1;9,5;;;;;;;;;76,1;73,0;3,1;25,6;9,4;4,8;2,7;1,0;1,1;-15,9;2,9;12370,8;36251,0
69172;Salles-Arbuissonnas-en-Beaujolais;292;821,5;22978,3;;;;;;;;;;;;;;;;;;;;;;;
69173;Sarcey;379;988,5;22466,0;;;;;;;;;;;;;;;;;;;;;;;
69174;Les Sauvages;223;596,0;19960,5;;;;;;;;;;;;;;;;;;;;;;;
69175;Savigny;773;2050,0;22219,8;68,3;;;;;;;;;;75,2;71,7;3,5;24,7;13,1;3,5;2,3;0,6;0,6;-16,5;2,8;13350,0;37742,4
69176;Soucieu-en-Jarrest;1532;4127,5;24247,1;70,1;5,2;;;;;;;;;81,9;76,7;5,2;21,3;11,3;3,3;2,5;0,4;0,5;-17,8;2,6;14857,6;38386,0
69177;Sourcieux-les-Mines;760;2067,5;24436,7;73,5;;;;;;;;;;78,8;74,3;4,5;24,9;10,6;3,2;2,2;0,5;0,5;-17,5;2,6;15283,3;39351,9
69178;Souzy;283;750,0;20406,7;;;;;;;;;;;;;;;;;;;;;;;
69179;Saint-Andéol-le-Château;659;1764,0;24777,7;;;;;;;;;;;;;;;;;;;;;;;
69180;Saint-André-la-Côte;100;287,0;21992,0;;;;;;;;;;;;;;;;;;;;;;;
69181;Saint-Appolinaire;66;164,0;22051,3;;;;;;;;;;;;;;;;;;;;;;;
69182;Saint-Bonnet-des-Bruyères;166;329,0;17558,0;;;;;;;;;;;;;;;;;;;;;;;
69183;Saint-Bonnet-le-Troncy;131;288,0;19693,6;;;;;;;;;;;;;;;;;;;;;;;
69184;Sainte-Catherine;380;953,0;21608,1;;;;;;;;;;;;;;;;;;;;;;;
69185;Saint-Christophe;101;226,5;16408,4;;;;;;;;;;;;;;;;;;;;;;;
69186;Saint-Clément-de-Vers;88;203,5;20187,6;;;;;;;;;;;;;;;;;;;;;;;
69187;Saint-Clément-les-Places;250;638,0;19359,3;;;;;;;;;;;;;;;;;;;;;;;
69188;Saint-Clément-sur-Valsonne;296;805,0;20219,6;;;;;;;;;;;;;;;;;;;;;;;
69189;Sainte-Colombe;883;1841,0;21026,4;;;;;;;;;;;;;;;;;;;;;;;
69190;Sainte-Consorce;727;2025,0;27492,4;77,7;;;;;;;;;;84,2;79,3;4,9;21,0;13,6;2,2;1,6;0,3;0,3;-21,0;3,0;15492,9;46975,7
69191;Saint-Cyr-au-Mont-d'Or;2048;5476,0;36986,7;82,3;5,0;;;;;;;;;78,2;66,4;11,8;25,5;25,6;1,5;1,0;0,3;0,3;-30,8;5,0;15951,5;79377,0
69192;Saint-Cyr-le-Chatoux;50;134,0;24108,5;;;;;;;;;;;;;;;;;;;;;;;
69193;Saint-Cyr-sur-le-Rhône;458;1302,0;27613,8;;;;;;;;;;;;;;;;;;;;;;;
69194;Saint-Didier-au-Mont-d'Or;2481;6530,5;37028,9;84,0;5,0;;;;;;;;;76,4;66,7;9,7;26,5;26,0;1,4;1,0;0,2;0,2;-30,3;4,6;17311,5;80037,0
69195;Saint-Didier-sous-Riverie;453;1194,0;21913,5;;;;;;;;;;;;;;;;;;;;;;;
69196;Saint-Didier-sur-Beaujeu;241;603,5;19502,4;;;;;;;;;;;;;;;;;;;;;;;
69197;Saint-Étienne-des-Oullières;772;2059,0;21200,5;63,7;;;;;;;;;;79,6;73,0;6,6;19,9;12,9;4,2;2,8;0,7;0,7;-16,6;2,5;13831,4;34657,3
69198;Saint-Étienne-la-Varenne;284;712,5;23010,0;;;;;;;;;;;;;;;;;;;;;;;
69199;Saint-Fons;6813;17615,0;15336,0;40,6;29,2;36,7;34,8;35,9;24,6;19,6;14,6;11,9;37,5;66,2;64,4;1,8;26,5;5,1;13,6;5,3;4,1;4,2;-11,4;2,9;8707,1;25337,0
69200;Saint-Forgeux;600;1520,5;20996,7;;;;;;;;;;;;;;;;;;;;;;;
69201;Sainte-Foy-l'Argentière;634;1258,5;18784,7;;;;;;;;;;;;;;;;;;;;;;;
69202;Sainte-Foy-lès-Lyon;9236;21640,5;25767,1;74,2;6,8;;10,3;8,1;5,5;;;5,0;15,5;73,1;66,3;6,8;30,2;17,2;2,7;1,5;0,6;0,6;-23,2;3,8;13623,6;52287,5
69203;Saint-Genis-l'Argentière;405;1016,5;20638,3;;;;;;;;;;;;;;;;;;;;;;;
69204;Saint-Genis-Laval;8532;20877,5;23881,7;71,4;8,6;;13,8;10,4;6,7;;;5,0;18,0;75,4;70,2;5,2;27,8;12,9;3,8;2,0;0,8;0,9;-19,9;3,4;12810,0;43723,2
69205;Saint-Genis-les-Ollières;1823;4722,5;27117,3;77,6;;;;;;;;;;79,2;73,7;5,5;27,1;12,1;2,3;1,6;0,3;0,4;-20,7;3,0;15341,0;46009,1
69206;Saint-Georges-de-Reneins;1681;4271,5;21541,3;63,4;8,1;;;;;;;;;78,8;71,7;7,1;23,1;12,3;3,8;2,4;0,7;0,7;-18,0;2,8;13060,0;36284,2
69207;Saint-Germain-au-Mont-d'Or;1184;3048,0;22612,7;64,8;9,5;;;;;;;;17,6;82,1;78,2;3,9;21,9;10,3;4,3;2,6;0,7;1,0;-18,6;3,3;12494,4;41132,2
69208;Saint-Germain-Nuelles;799;2239,5;25591,0;75,2;;;;;;;;;;82,2;76,8;5,4;21,3;11,8;3,0;2,3;0,3;0,4;-18,3;2,7;15306,0;41192,0
69209;Saint-Igny-de-Vers;242;507,0;19450,0;;;;;;;;;;;;;;;;;;;;;;;
69210;Saint-Jacques-des-Arrêts;49;102,0;18382,3;;;;;;;;;;;;;;;;;;;;;;;
69211;Saint-Jean-d'Ardières;1505;4135,5;20462,0;57,8;8,0;;;;;;;;;80,0;76,4;3,6;20,6;7,7;5,5;3,7;0,7;1,0;-13,8;2,5;12535,4;31910,0
69212;Saint-Jean-des-Vignes;158;421,5;24937,2;;;;;;;;;;;;;;;;;;;;;;;
69213;Saint-Jean-de-Touslas;324;845,0;23017,6;;;;;;;;;;;;;;;;;;;;;;;
69214;Saint-Jean-la-Bussière;444;1186,5;20027,1;;;;;;;;;;;;;;;;;;;;;;;
69215;Saint-Julien;325;852,5;24163,3;;;;;;;;;;;;;;;;;;;;;;;
69216;Saint-Julien-sur-Bibost;241;580,5;20880,5;;;;;;;;;;;;;;;;;;;;;;;
69217;Saint-Just-d'Avray;326;820,5;19799,0;;;;;;;;;;;;;;;;;;;;;;;
69218;Saint-Lager;376;956,0;20560,0;;;;;;;;;;;;;;;;;;;;;;;
69219;Saint-Laurent-d'Agny;794;2143,0;25462,8;76,6;;;;;;;;;;84,9;78,7;6,2;22,1;10,8;2,5;1,9;0,3;0,3;-20,3;2,7;15676,7;42334,8
69220;Saint-Laurent-de-Chamousset;739;1702,0;20424,8;;;;;;;;;;;;;;;;;;;;;;;
69221;Saint-Laurent-de-Vaux;94;271,0;22608,6;;;;;;;;;;;;;;;;;;;;;;;
69222;Saint-Laurent-d'Oingt;338;873,5;21737,1;;;;;;;;;;;;;;;;;;;;;;;
69223;Saint-Loup;398;1055,0;22357,3;;;;;;;;;;;;;;;;;;;;;;;
69224;Saint-Mamert;;;;;;;;;;;;;;;;;;;;;;;;;;
69225;Saint-Marcel-l'Éclairé;208;518,0;21342,0;;;;;;;;;;;;;;;;;;;;;;;
69227;Saint-Martin-en-Haut;1515;3773,5;20590,5;55,9;9,9;;;;;;;9,6;;71,7;65,2;6,5;25,7;14,3;4,4;2,9;0,6;0,9;-16,1;2,8;12136,0;33739,6
69228;Saint-Maurice-sur-Dargoire;866;2248,0;21950,0;65,8;;;;;;;;;;77,4;71,1;6,3;24,1;11,4;3,8;2,5;0,6;0,6;-16,7;2,8;12985,0;36803,0
69229;Saint-Nizier-d'Azergues;321;799,0;20297,2;;;;;;;;;;;;;;;;;;;;;;;
69230;Sainte-Paule;117;331,5;19538,6;;;;;;;;;;;;;;;;;;;;;;;
69231;Saint-Pierre-la-Palud;1039;2716,0;23554,2;69,8;;;;;;;;;;83,5;80,2;3,3;22,0;6,9;3,7;2,5;0,5;0,7;-16,1;2,6;14353,0;37202,7
69233;Saint-Romain-au-Mont-d'Or;451;1190,0;28988,0;;;;;;;;;;;;;;;;;;;;;;;
69234;Saint-Romain-de-Popey;598;1513,5;22316,2;;;;;;;;;;;;;;;;;;;;;;;
69235;Saint-Romain-en-Gal;771;1803,0;22178,6;;;;;;;;;;;;;;;;;;;;;;;
69236;Saint-Romain-en-Gier;209;516,0;21125,3;;;;;;;;;;;;;;;;;;;;;;;
69237;Saint-Sorlin;217;606,5;25917,3;;;;;;;;;;;;;;;;;;;;;;;
69238;Saint-Symphorien-sur-Coise;1554;3476,0;18953,0;47,0;12,1;;;;;;;;24,2;60,2;56,8;3,4;35,9;10,5;6,1;3,0;1,5;1,7;-12,7;2,6;11570,0;30511,0
69239;Saint-Vérand;465;1201,0;22132,6;;;;;;;;;;;;;;;;;;;;;;;
69240;Saint-Vincent-de-Reins;287;648,5;18206,5;;;;;;;;;;;;;;;;;;;;;;;
69241;Taluyers;915;2425,0;24920,7;76,3;;;;;;;;;;81,0;74,5;6,5;22,1;13,1;2,8;2,1;0,3;0,4;-19,0;2,7;14901,3;40019,5
69242;Taponas;326;955,5;20850,0;;;;;;;;;;;;;;;;;;;;;;;
69243;Tarare;4656;10521,0;17220,0;43,8;19,5;26,3;21,9;28,6;16,2;13,6;;6,4;28,0;63,6;60,5;3,1;31,0;8,8;9,2;3,6;2,9;2,7;-12,6;2,9;9669,7;27790,5
69244;Tassin-la-Demi-Lune;9251;20659,0;25065,6;73,5;7,4;11,1;9,0;8,9;5,3;;;5,0;13,9;79,6;73,9;5,7;25,3;14,2;3,1;1,7;0,6;0,8;-22,2;3,6;13252,0;47815,3
69245;Ternand;281;699,0;23169,3;;;;;;;;;;;;;;;;;;;;;;;
69246;Theizé;444;1173,0;24339,0;;;;;;;;;;;;;;;;;;;;;;;
69247;Thel;135;331,0;20373,0;;;;;;;;;;;;;;;;;;;;;;;
69248;Thizy-les-Bourgs;2539;5875,5;18872,0;52,1;15,0;;23,0;19,5;;;;9,1;27,1;61,4;55,4;6,0;35,5;9,9;6,3;2,9;1,8;1,5;-13,1;2,9;10535,7;30521,6
69249;Thurins;1138;3015,0;22889,1;67,8;7,7;;;;;;;;;80,6;74,2;6,4;19,2;14,4;3,3;2,2;0,5;0,5;-17,5;2,8;13535,0;37423,3
69250;La Tour-de-Salvagny;1619;3990,0;29713,0;79,8;;;;;;;;;;71,8;66,7;5,1;30,9;18,1;1,9;1,2;0,3;0,4;-22,7;3,1;16592,0;51232,0
69251;Trades;50;102,0;21446,3;;;;;;;;;;;;;;;;;;;;;;;
69252;Trèves;253;686,5;22641,0;;;;;;;;;;;;;;;;;;;;;;;
69253;Tupin-et-Semons;232;635,0;23954,3;;;;;;;;;;;;;;;;;;;;;;;
69254;Valsonne;334;854,0;18313,2;;;;;;;;;;;;;;;;;;;;;;;
69255;Vaugneray;1926;4903,0;24357,1;70,5;6,7;;;;;;;;14,9;77,6;71,5;6,1;23,6;14,9;3,1;2,1;0,4;0,6;-19,2;3,0;13967,6;42295,7
69256;Vaulx-en-Velin;16183;45273,5;14937,8;37,3;31,9;34,9;36,0;38,7;30,3;21,9;16,0;13,3;42,9;70,0;67,9;2,1;21,3;5,0;14,8;6,3;4,3;4,2;-11,1;3,0;8383,3;25342,8
69257;Vaux-en-Beaujolais;390;1051,5;21409,5;;;;;;;;;;;;;;;;;;;;;;;
69258;Vauxrenard;130;327,0;20248,3;;;;;;;;;;;;;;;;;;;;;;;
69259;Vénissieux;22948;59789,5;15621,0;44,5;29,6;35,2;36,7;36,3;28,3;18,8;11,3;9,9;40,1;66,4;64,7;1,7;27,1;6,2;12,8;5,3;3,8;3,7;-12,5;3,2;8517,1;27302,7
69260;Vernaison;1611;4365,5;24260,0;69,6;9,6;;;;;;;;23,6;79,4;74,7;4,7;24,0;11,9;4,4;2,4;1,0;1,0;-19,7;3,6;12199,2;44362,9
69261;Vernay;;;;;;;;;;;;;;;;;;;;;;;;;;
69263;Villechenève;325;856,5;19728,7;;;;;;;;;;;;;;;;;;;;;;;
69264;Villefranche-sur-Saône;16126;34961,5;17312,2;50,0;22,1;24,5;26,2;26,7;22,2;16,0;8,4;6,8;29,8;69,4;66,3;3,1;27,3;8,2;9,4;3,6;2,7;3,2;-14,3;3,2;9340,0;30253,3
69265;Ville-sur-Jarnioux;314;810,0;24512,0;;;;;;;;;;;;;;;;;;;;;;;
69266;Villeurbanne;65121;140516,0;18899,3;57,5;18,7;23,6;19,3;23,0;17,8;13,3;8,5;6,1;27,8;78,2;75,3;2,9;22,8;8,0;7,2;2,8;2,0;2,3;-16,2;3,5;9630,7;34076,7
69267;Villié-Morgon;799;2060,5;20880,0;61,5;12,1;;;;;;;;;76,2;60,8;15,4;22,7;13,7;4,3;2,7;0,8;0,8;-16,9;3,0;11784,8;35771,9
69268;Vourles;1270;3459,0;28220,0;81,6;;;;;;;;;;86,6;79,6;7,0;20,2;13,5;2,2;1,6;0,3;0,4;-22,5;3,1;16360,4;50528,8
69269;Yzeron;378;961,5;20914,0;;;;;;;;;;;;;;;;;;;;;;;
69270;Chaponnay;1553;4092,5;27183,3;79,5;;;;;;;;;;79,9;73,2;6,7;23,5;16,6;2,2;1,6;0,3;0,3;-22,2;3,0;15803,9;47074,6
69271;Chassieu;3723;9923,5;26013,8;76,8;5,8;;;;;;;;15,5;77,7;72,8;4,9;26,6;12,8;3,0;1,8;0,6;0,6;-20,1;3,2;14109,6;44627,3
69272;Communay;1552;4282,5;26339,3;74,8;;;;;;;;;;80,1;74,6;5,5;24,9;11,1;2,8;1,9;0,5;0,5;-18,9;2,8;15149,0;41860,7
69273;Corbas;3906;10315,0;22305,0;70,3;5,3;;;;;;;5,0;11,2;76,9;74,2;2,7;26,5;9,5;4,0;2,6;0,7;0,7;-16,9;2,5;14043,3;35207,5
69275;Décines-Charpieu;11344;27589,5;19491,7;59,2;14,2;15,2;17,7;17,2;14,3;8,1;8,7;5,9;23,8;74,3;71,5;2,8;25,9;8,6;6,6;3,0;1,9;1,7;-15,4;3,0;10792,5;32279,1
69276;Feyzin;3450;9389,0;20270,0;61,8;11,7;;15,4;13,9;10,7;;;5,6;24,0;75,1;72,5;2,6;26,5;8,0;5,6;3,1;1,3;1,2;-15,2;2,8;11596,9;32492,7
69277;Genas;4866;13116,0;26950,8;79,3;5,0;;;;;;;;9,0;83,7;79,2;4,5;21,0;13,2;2,5;1,7;0,4;0,4;-20,4;2,9;15959,3;46330,8
69278;Genay;2058;5385,0;23090,0;68,2;7,2;;;;;;;;16,8;80,4;76,3;4,1;23,7;10,0;3,9;2,4;0,8;0,8;-18,0;3,0;13193,5;39404,3
69279;Jonage;2058;5868,0;24355,7;75,0;5,0;;;;;;;;;82,1;76,1;6,0;23,0;11,4;2,8;2,1;0,5;0,3;-19,3;2,6;15250,0;39253,0
69280;Jons;469;1347,0;22449,5;;;;;;;;;;;;;;;;;;;;;;;
69281;Marennes;599;1595,5;26116,0;;;;;;;;;;;;;;;;;;;;;;;
69282;Meyzieu;11791;31124,5;21096,4;63,6;11,6;14,9;14,5;14,6;11,9;6,0;;6,4;22,3;73,4;70,1;3,3;28,6;9,7;5,1;2,9;1,1;1,1;-16,8;3,1;11555,0;35856,0
69283;Mions;4569;12742,0;22681,2;70,6;7,2;;7,8;7,7;8,1;;;5,0;16,1;79,9;76,1;3,8;23,7;9,4;4,2;2,7;0,8;0,7;-17,2;2,7;13328,1;36217,8
69284;Montanay;1058;3075,0;29226,0;82,2;;;;;;;;;;82,5;75,9;6,6;21,6;15,7;2,2;1,7;0,3;0,3;-22,0;2,8;16791,9;47382,0
69285;Pusignan;1404;3940,0;22986,1;68,6;6,8;;;;;;;;;79,6;74,6;5,0;21,9;12,5;3,6;2,5;0,6;0,5;-17,6;2,7;14116,0;37449,3
69286;Rillieux-la-Pape;11439;30002,5;17694,0;50,5;22,0;32,0;29,3;26,2;19,0;13,5;8,5;5,3;33,0;70,9;67,0;3,9;26,2;9,0;9,3;3,9;2,6;2,8;-15,4;3,5;9616,1;33706,0
69287;Saint-Bonnet-de-Mure;2457;6717,0;25251,0;77,4;5,0;;;;;;;;;84,3;79,5;4,8;21,7;10,1;2,7;2,0;0,4;0,4;-18,8;2,6;15784,7;40629,6
69288;Saint-Laurent-de-Mure;2038;5345,5;23714,8;74,5;5,0;;;;;;;;;78,5;75,0;3,5;25,5;11,7;2,8;2,0;0,4;0,4;-18,5;2,6;14754,0;38917,8
69289;Saint-Pierre-de-Chandieu;1714;4600,5;24574,0;73,9;5,0;;;;;;;;;82,2;75,8;6,4;23,3;10,5;2,6;2,0;0,3;0,3;-18,6;2,6;14843,8;39302,8
69290;Saint-Priest;17374;44091,0;19047,3;56,5;16,4;20,4;19,5;20,7;14,5;11,4;7,7;6,8;26,9;73,8;71,2;2,6;26,4;7,9;7,0;3,5;1,7;1,8;-15,1;3,1;10349,6;31959,3
69291;Saint-Symphorien-d'Ozon;2204;5460,0;23447,3;70,6;6,1;;;;;;;;11,6;80,4;76,5;3,9;24,3;9,0;3,4;2,1;0,6;0,7;-17,1;2,7;13643,3;36972,2
69292;Sathonay-Camp;2215;5101,0;20721,4;64,1;9,4;;;;;;;;13,8;83,6;81,3;2,3;20,9;6,9;4,8;2,6;1,0;1,2;-16,2;2,8;12281,6;34257,0
69293;Sathonay-Village;793;2238,0;29236,2;81,3;;;;;;;;;;86,6;80,4;6,2;20,2;12,5;2,3;1,7;0,2;0,4;-21,6;2,9;16576,9;48207,2
69294;Sérézin-du-Rhône;1042;2629,0;24471,3;73,8;;;;;;;;;;78,4;75,3;3,1;26,0;9,7;3,3;1,9;0,8;0,6;-17,4;2,7;14461,1;38329,0
69295;Simandres;610;1677,0;24388,3;;;;;;;;;;;;;;;;;;;;;;;
69296;Solaize;1102;2973,0;25621,1;78,3;;;;;;;;;;79,2;74,8;4,4;24,1;13,0;2,6;1,9;0,3;0,3;-18,9;2,7;16008,0;43807,0
69297;Ternay;2007;5400,5;23843,3;71,1;6,4;;;;;;;;;74,4;70,3;4,1;28,2;12,1;3,2;2,1;0,6;0,5;-17,9;2,9;13814,8;40131,9
69298;Toussieu;996;2772,5;25673,8;77,6;;;;;;;;;;81,9;76,5;5,4;20,9;14,2;2,6;2,1;0,3;0,3;-19,6;2,5;16170,4;40698,0
69299;Colombier-Saugnieu;865;2347,0;23664,2;72,4;;;;;;;;;;85,0;81,5;3,5;19,2;9,1;2,8;1,9;0,5;0,3;-16,1;2,6;14858,8;38015,2
69381;Lyon 1er Arrondissement;14037;26612,0;21794,7;63,0;15,8;24,9;13,4;14,2;15,4;15,3;12,5;5,0;22,6;86,6;80,3;6,3;17,9;11,4;4,8;1,4;1,6;1,8;-20,7;4,4;10199,0;44455,0
